,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,classofspeech,month
79,79,970,970,Kenny10062010,KM,154288557,1132048539004096515,/Kenny10062010/status/1132048539004096515,2019-05-24 22:19:38,1558736378,That should have cost May her job as PM rather than Amber Rudd as Home Sec,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">That should have cost May her job as PM rather than <strong>Amber</strong> <strong>Rudd</strong> as Home Sec</p>",[],[],False,[],,0,0,0,False,True,1.1318572339465216e+18,"[{'screen_name': 'DailyHustler', 'user_id': '321100651'}]",offensive_language,5
82,82,6334,6334,Diversity_Joys,Cultural Diversity,981856868086710272,1156870518492008450,/Diversity_Joys/status/1156870518492008450,2019-08-01 10:13:19,1564654399," 
But all the senior personnel have been hired by either Liar May of Hideous Amber Rudd. She will need eyes in the back of her head...................","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><img alt=""Ã°ÂÂ¤Â"" aria-label=""Emoji: Hand with index and middle fingers crossed"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f91e.png"" title=""Hand with index and middle fingers crossed""/> 
But all the senior personnel have been hired by either Liar May of Hideous <strong>Amber</strong> <strong>Rudd</strong>. She will need eyes in the back of her head...................</p>",[],[],False,[],,1,0,1,True,True,1.156849727608148e+18,"[{'screen_name': 'DawnieJay', 'user_id': '19875747'}, {'screen_name': 'patel4witham', 'user_id': '61660254'}]",offensive_language,8
88,88,3244,3244,DavidSaddler6,David Saddler,1069562792607457281,1147144831443058688,/DavidSaddler6/status/1147144831443058688,2019-07-05 14:06:55,1562335615,That Amber Rudd? https://twitter.com/davidadunphy123/status/1147142558520360961ÃÂ Ã¢ÂÂ¦pic.twitter.com/6bNwDHXTL2,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">That <strong>Amber</strong> <strong>Rudd</strong>? <a class=""twitter-timeline-link"" data-expanded-url=""https://twitter.com/davidadunphy123/status/1147142558520360961"" dir=""ltr"" href=""https://t.co/FBzCOBjYbE"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/davidadunphy123/status/1147142558520360961""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/davidadunphy12</span><span class=""invisible"">3/status/1147142558520360961</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/6bNwDHXTL2"">pic.twitter.com/6bNwDHXTL2</a></p>",['https://twitter.com/davidadunphy123/status/1147142558520360961'],[],True,['https://pbs.twimg.com/media/D-t6JEUX4AEWDuQ.jpg'],,0,0,0,False,False,,[],offensive_language,7
122,122,3550,3550,kitnewtonium,Kit Newton Ã°ÂÂÂµÃ°ÂÂÂ¸,434268367,1171404694650048525,/kitnewtonium/status/1171404694650048525,2019-09-10 12:46:57,1568119617,"""A spokesman for Amber Rudd has clarified that she will not stand in her Hastings and Rye constituency at the election.""
Because she knows she would LOSE!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">""A spokesman for <strong>Amber</strong> <strong>Rudd</strong> has clarified that she will not stand in her Hastings and Rye constituency at the election.""
Because she knows she would LOSE!</p>",[],[],False,[],,0,0,0,False,False,,[],offensive_language,9
130,130,8185,8185,Marisol04326417,Marisol.Smith,1050362179344629760,1128591173386424321,/Marisol04326417/status/1128591173386424321,2019-05-15 09:21:18,1557912078,Amber Rudd might do better to keep her lips together. https://twitter.com/RomanDownfall/status/1128585638368948225ÃÂ Ã¢ÂÂ¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><strong>Amber</strong> <strong>Rudd</strong> might do better to keep her lips together. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/RomanDownfall/status/1128585638368948225"" dir=""ltr"" href=""https://t.co/2QvgkqJYsN"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/RomanDownfall/status/1128585638368948225""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/RomanDownfall/</span><span class=""invisible"">status/1128585638368948225</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/RomanDownfall/status/1128585638368948225'],[],False,[],,1,1,0,False,False,,[],offensive_language,5
133,133,7445,7445,LouisLeMarecha4,Louis Le Marechal,1073927482208911360,1161369012762304516,/LouisLeMarecha4/status/1161369012762304516,2019-08-13 20:08:44,1565726924,I donÃ¢ÂÂt trust Amber Rudd at all! But I trust her more than I do you!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I donÃ¢ÂÂt trust <strong>Amber</strong> <strong>Rudd</strong> at all! But I trust her more than I do you!</p>",[],[],False,[],,3,0,0,False,True,1.1613123259551826e+18,"[{'screen_name': 'DavidLammy', 'user_id': '18020612'}]",offensive_language,8
138,138,1597,1597,piparoonie,carol gunne,1905213907,1138196657600942081,/piparoonie/status/1138196657600942081,2019-06-10 21:30:04,1560202204,"Thank Amber Rudd, you have just made sure that Jeramy Hunt will not win !!! https://twitter.com/AmberRuddUK/status/1137827020530958336ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Thank <strong>Amber</strong> <strong>Rudd</strong>, you have just made sure that Jeramy Hunt will not win !!! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/AmberRuddUK/status/1137827020530958336"" dir=""ltr"" href=""https://t.co/NBFQxq8fpi"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/AmberRuddUK/status/1137827020530958336""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/AmberRuddUK/st</span><span class=""invisible"">atus/1137827020530958336</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/AmberRuddUK/status/1137827020530958336'],[],False,[],,0,0,0,False,False,,[],offensive_language,6
147,147,3457,3457,humanrightsSAY,4humanrights,1166669182731259907,1171531111861641217,/humanrightsSAY/status/1171531111861641217,2019-09-10 21:09:17,1568149757,"You have got no focus on Coffey at all.
her real unfitness in the DWP post is that for all her career, as a Con, she has opposed social security and wants to scrap the idea of social security. Amber Rudd was more hostile to the UNO's @Alston_UNSR in Nov 2018 than she 
1:2https://twitter.com/PeoplesMomentum/status/1171521308762357762ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">You have got no focus on Coffey at all.
her real unfitness in the DWP post is that for all her career, as a Con, she has opposed social security and wants to scrap the idea of social security. <strong>Amber</strong> <strong>Rudd</strong> was more hostile to the UNO's <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""918115083007512577"" dir=""ltr"" href=""/Alston_UNSR""><s>@</s><b>Alston_UNSR</b></a> in Nov 2018 than she 
1:2<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/PeoplesMomentum/status/1171521308762357762"" dir=""ltr"" href=""https://t.co/mDaoCcZkYT"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/PeoplesMomentum/status/1171521308762357762""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/PeoplesMomentu</span><span class=""invisible"">m/status/1171521308762357762</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/PeoplesMomentum/status/1171521308762357762'],[],False,[],,0,0,0,False,False,,[],offensive_language,9
159,159,6518,6518,slogess,Les G,394168999,1118945908778065920,/slogess/status/1118945908778065920,2019-04-18 18:34:28,1555612468,"Who cares too little too late, and the possibility of teaming up with amber remainer rudd . After the last 2 years why the hell should we believe any of them.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Who cares too little too late, and the possibility of teaming up with <strong>amber</strong> remainer <strong>rudd</strong> <img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/><img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/>. After the last 2 years why the hell should we believe any of them.</p>",[],[],False,[],,1,1,0,False,True,1.11891633591065e+18,"[{'screen_name': 'DavidJoBrexit', 'user_id': '1125937411'}]",offensive_language,4
161,161,7784,7784,Annmarie_Carey2,Annmarie Carey,3065817388,1173134585900752897,/Annmarie_Carey2/status/1173134585900752897,2019-09-15 07:20:55,1568532055,So brave. #amberrudd #Tories have you no shamehttps://twitter.com/YodaLayHeToo/status/1172791265227943936ÃÂ Ã¢ÂÂ¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">So brave. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/amberrudd?src=hash""><s>#</s><b><strong>amberrudd</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Tories?src=hash""><s>#</s><b>Tories</b></a> have you no shame<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/YodaLayHeToo/status/1172791265227943936"" dir=""ltr"" href=""https://t.co/H7F0U5Ds61"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/YodaLayHeToo/status/1172791265227943936""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/YodaLayHeToo/s</span><span class=""invisible"">tatus/1172791265227943936</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/YodaLayHeToo/status/1172791265227943936'],"['amberrudd', 'Tories']",False,[],,1,0,0,False,False,,[],offensive_language,9
164,164,388,388,SpanishDan1,SpanishDan #FBPE Ã°ÂÂÂª,952885954657816576,1163487931451002880,/SpanishDan1/status/1163487931451002880,2019-08-19 16:28:34,1566232114,"Oh my god .

Amber Rudd has denied any of this .

DonÃ¢ÂÂt you speak to your colleagues or is it that she isnt an extreme far right Conservative like you ? 1/ https://twitter.com/MPIainDS/status/1163394500649193472ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Oh my god .

<strong>Amber</strong> <strong>Rudd</strong> has denied any of this .

DonÃ¢ÂÂt you speak to your colleagues or is it that she isnt an extreme far right Conservative like you ? 1/ <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/MPIainDS/status/1163394500649193472"" dir=""ltr"" href=""https://t.co/SFQdKO2R4Q"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/MPIainDS/status/1163394500649193472""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/MPIainDS/statu</span><span class=""invisible"">s/1163394500649193472</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/MPIainDS/status/1163394500649193472'],[],False,[],,4,4,2,True,False,,[],offensive_language,8
165,165,5197,5197,retrowedding68,Angela Taylor,824313319477673984,1121014090313367552,/retrowedding68/status/1121014090313367552,2019-04-24 11:32:41,1556105561,"Maybe Ucould point them my direction as although I am fighting campaign stolen pensions women(6yrs stolen no personal notice,just pin the tail on donkey)always feel sorry men physical hard jobs like construction, what industryRU? #OneVoice @Waspi @Davidhencke #constructionnewspic.twitter.com/mrohRhn1Qu","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Maybe Ucould point them my direction as although I am fighting campaign stolen pensions women(6yrs stolen no personal notice,just pin the tail on donkey)always feel sorry men physical hard jobs like construction, what industryRU? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/OneVoice?src=hash""><s>#</s><b>OneVoice</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""28664693"" dir=""ltr"" href=""/Waspi""><s>@</s><b>Waspi</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""44575167"" dir=""ltr"" href=""/davidhencke""><s>@</s><b>Davidhencke</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/constructionnews?src=hash""><s>#</s><b>constructionnews</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/mrohRhn1Qu"">pic.twitter.com/mrohRhn1Qu</a></p>",[],"['OneVoice', 'constructionnewspic']",True,['https://pbs.twimg.com/media/D46kWvTWkAA-7oX.jpg'],,1,0,1,True,True,1.1205892641719584e+18,"[{'screen_name': 'MartynOwers', 'user_id': '418923901'}, {'screen_name': 'AmberRudd', 'user_id': '2189499357'}]",offensive_language,4
166,166,1963,1963,juneandnoz,June Taylor,2351037915,1151936710231633926,/juneandnoz/status/1151936710231633926,2019-07-18 19:28:08,1563478088,"Amber Rudd leaves me cold,I have no time for her. She's as hard as nails","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Amber</strong> <strong>Rudd</strong> leaves me cold,I have no time for her. She's as hard as nails</p>",[],[],False,[],,1,0,0,False,True,1.151738459213697e+18,"[{'screen_name': 'de_spon', 'user_id': '614432594'}]",offensive_language,7
171,171,3094,3094,kristal04416575,careless,1085462247579750400,1147985875474821122,/kristal04416575/status/1147985875474821122,2019-07-07 21:48:55,1562536135,"IÃ¢ÂÂm a bit conflicted over how Ms Lister treated your character. Females generally were regarded as her commodity but then IÃ¢ÂÂve lived through #Thatcher, #TheresaMay & #AmberRudd, so I guess sheÃ¢ÂÂs on parr. Fantastic series. ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IÃ¢ÂÂm a bit conflicted over how Ms Lister treated your character. Females generally were regarded as her commodity but then IÃ¢ÂÂve lived through <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Thatcher?src=hash""><s>#</s><b>Thatcher</b></a>, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TheresaMay?src=hash""><s>#</s><b>TheresaMay</b></a> &amp; <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/AmberRudd?src=hash""><s>#</s><b><strong>AmberRudd</strong></b></a>, so I guess sheÃ¢ÂÂs on parr. Fantastic series. <img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Clapping hands sign"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44f.png"" title=""Clapping hands sign""/><img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Clapping hands sign"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44f.png"" title=""Clapping hands sign""/><img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Clapping hands sign"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44f.png"" title=""Clapping hands sign""/></p>",[],"['Thatcher', 'TheresaMay', 'AmberRudd']",False,[],,2,0,0,False,True,1.147955216588976e+18,"[{'screen_name': 'AlbaneCourtois', 'user_id': '465951924'}, {'screen_name': 'BBCOne', 'user_id': '871686942'}]",offensive_language,7
172,172,7122,7122,Simon_Vessey,Simon Vessey,413070329,1161623994111549440,/Simon_Vessey/status/1161623994111549440,2019-08-14 13:01:56,1565787716,"The ""young people in democracy"" line is the same one OFOC let the utterly useless Amber Rudd plug when they promoted her. She now backs no deal. Worked out well. https://twitter.com/FFSake_/status/1161604441755332608ÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">The ""young people in democracy"" line is the same one OFOC let the utterly useless <strong>Amber</strong> <strong>Rudd</strong> plug when they promoted her. She now backs no deal. Worked out well. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/FFSake_/status/1161604441755332608"" dir=""ltr"" href=""https://t.co/qmQ077O4Lv"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/FFSake_/status/1161604441755332608""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/FFSake_/status</span><span class=""invisible"">/1161604441755332608</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://twitter.com/FFSake_/status/1161604441755332608'],[],False,[],,7,2,1,True,False,,[],offensive_language,8
176,176,5315,5315,leerobertn,robert lee,956264693840142336,1120748275492163592,/leerobertn/status/1120748275492163592,2019-04-23 17:56:26,1556042186,amber rudd is 100% tory that tells you all you need to know about this woman,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>amber</strong> <strong>rudd</strong> is 100% tory that tells you all you need to know about this woman</p>",[],[],False,[],,3,0,0,False,True,1.1207474048510688e+18,"[{'screen_name': 'Rachael_Swindon', 'user_id': '2870848881'}]",offensive_language,4
